#,Name,Address,City,Province,Holes,Data Source,Latitude,Longitude,Phone,Website,Green Fee (ZAR),Google Maps
272,Maritzburg Golf Club,"New England Road, Hayfields",Pietermaritzburg,KwaZulu-Natal,18,Garmin (SA),-29.613048,30.414006,+27 33 396 2356,https://www.maritzburggolf.co.za/,,https://www.google.com/maps/search/?api=1&query=-29.613048%2C30.414006
273,Marquard Golf Club,Andries Pretorius Street,Marquard,Free State,18,Garmin (SA),-28.658631,27.434192,,,,https://www.google.com/maps/search/?api=1&query=-28.658631%2C27.434192
274,Matatiele Golf Club,Mount Fletcher Road,Matatiele,Eastern Cape,18,Garmin (SA),-30.33999,28.798363,0638130328,,,https://www.google.com/maps/search/?api=1&query=-30.33999%2C28.798363
275,Melmoth Golf Club,Golf Street,Melmoth,KwaZulu-Natal,9,Garmin (SA),-28.588357,31.390429,,,,https://www.google.com/maps/search/?api=1&query=-28.588357%2C31.390429
276,Messina Golf Club,Limpopo Avenue,Musina,Limpopo,18,Garmin (SA),-22.3422,30.045462,,,,https://www.google.com/maps/search/?api=1&query=-22.3422%2C30.045462
277,Metropolitan Golf Club,Fritz Sonnenberg Road,Mouille Point,Western Cape,18,Garmin (SA),-33.900461,18.408344,021 430 6011,https://metropolitangolfclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-33.900461%2C18.408344
278,Meyerton Golf Club,Ramsey Patmore Avenue,Meyerton,Gauteng,18,Garmin (SA),-26.555607,28.025715,,,,https://www.google.com/maps/search/?api=1&query=-26.555607%2C28.025715
279,Middelburg Country Club,"10 Eeufees Street, Clubville",Middelburg,Mpumalanga,18,Garmin (SA),-25.775578,29.444132,,,,https://www.google.com/maps/search/?api=1&query=-25.775578%2C29.444132
280,Middelburg Golf and Country Club,,Middelburg,Eastern Cape,18,Garmin (SA),-31.526599,25.031339,013 282 6176,,,https://www.google.com/maps/search/?api=1&query=-31.526599%2C25.031339
281,Millvale Golf Course,Millvale Road,Kosterdam,North West,18,Garmin (SA),-25.693291,26.910949,,https://golfcentral.co.za/directory/golf-courses/north-west/millvale-golf-estate/,,https://www.google.com/maps/search/?api=1&query=-25.693291%2C26.910949
282,Milnerton Golf Club,Beidge Rd,Milnerton,Western Cape,18,Garmin (SA),-33.881532,18.488074,081 032 1710,,,https://www.google.com/maps/search/?api=1&query=-33.881532%2C18.488074
283,Milnerton Golf Club ~ Competition,Beidge Rd,Milnerton,Western Cape,18,Garmin (SA),-33.881532,18.488074,081 032 1710,,,https://www.google.com/maps/search/?api=1&query=-33.881532%2C18.488074
284,Modderfontein Golf Club,Golf Club Drive,Modderfontein,Gauteng,18,Garmin (SA),-26.10152,28.162615,,,,https://www.google.com/maps/search/?api=1&query=-26.10152%2C28.162615
285,Mogol Golf Club,George Wells Street,Lephalale,Limpopo,18,Garmin (SA),-23.686223,27.69531,014 763 2427,https://mogolclub.co.za/about-us/,,https://www.google.com/maps/search/?api=1&query=-23.686223%2C27.69531
286,Molteno Golf Course,Aichison Street,Molteno,Eastern Cape,18,Garmin (SA),-31.399119,26.349463,,,,https://www.google.com/maps/search/?api=1&query=-31.399119%2C26.349463
287,Monks Cowl Country Club,"R600, Champagne Valley",Winterton,KwaZulu-Natal,9,Garmin (SA),-29.010824,29.470451,036 468 1300,https://monkscowlgolfclub.co.za/pages/36/contact-us,,https://www.google.com/maps/search/?api=1&query=-29.010824%2C29.470451
288,Montagu Golf Club,Bath Street,Montagu,Western Cape,9,Garmin (SA),-33.770063,20.13133,023 614 1860,https://www.montagugolfclub.co.za/contact-us/,,https://www.google.com/maps/search/?api=1&query=-33.770063%2C20.13133
289,Monzi Golf Club,"Main Road, Monzi",Mtubatuba,KwaZulu-Natal,18,Garmin (SA),-28.432767,32.298431,,https://monzigolfclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-28.432767%2C32.298431
290,Mooi Nooi Golf Club,Wilkinson Ave (old Hartebeespoort Road),Mooi Nooi,North West,18,Garmin (SA),-25.752296,27.563925,014 574 4111,,,https://www.google.com/maps/search/?api=1&query=-25.752296%2C27.563925
291,Mooi River Country Club,Cnr Park and East End Roads,Mooi River,KwaZulu-Natal,18,Garmin (SA),-29.202681,30.009964,,,,https://www.google.com/maps/search/?api=1&query=-29.202681%2C30.009964
292,Mooipoort Golf Club,"Loerie Rd 304, Kameeldrift",Pretoria,Gauteng,18,Garmin (SA),-25.647975,28.318636,,https://mooipoortgolfclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-25.647975%2C28.318636
293,Moorreesburg Golf Club,River Rd,Moorreesburg,Western Cape,18,Garmin (SA),-33.16015,18.665709,,,,https://www.google.com/maps/search/?api=1&query=-33.16015%2C18.665709
294,Morgenzon Golf Club,Beyer Street,Morgenzon,Mpumalanga,9,Garmin (SA),-26.73229,29.613175,,,,https://www.google.com/maps/search/?api=1&query=-26.73229%2C29.613175
295,Mossel Bay Golf Club,17th Avenue,Mossel Bay,Western Cape,18,Garmin (SA),-34.189513,22.131298,,,,https://www.google.com/maps/search/?api=1&query=-34.189513%2C22.131298
296,Mount Edgecombe Country Club ~ The Lakes (Course Two),Gate 2 Eastcourse Dr.,Mount Edgecombe,KwaZulu-Natal,18,Garmin (SA),-29.715482,31.04557,,,,https://www.google.com/maps/search/?api=1&query=-29.715482%2C31.04557
297,Mount Edgecombe Country Club ~ The Woods (Course One),Gate 2 Eastcourse Dr.,Mount Edgecombe,KwaZulu-Natal,18,Garmin (SA),-29.715482,31.04557,,,,https://www.google.com/maps/search/?api=1&query=-29.715482%2C31.04557
298,Mthatha Country Club,36 Delville Road,Mthatha,Eastern Cape,18,Garmin (SA),-31.587689,28.775876,047 532 2770,,,https://www.google.com/maps/search/?api=1&query=-31.587689%2C28.775876
299,Mtunzini Country Club,Hely Hutchinson Street,Mtunzini,KwaZulu-Natal,18,Garmin (SA),-28.944764,31.760393,,,,https://www.google.com/maps/search/?api=1&query=-28.944764%2C31.760393
300,Mupine Golf Club,"Forest Drive Extension, Pinelands",Cape Town,Western Cape,18,Garmin (SA),-33.922358,18.518332,,,,https://www.google.com/maps/search/?api=1&query=-33.922358%2C18.518332
301,Naboomspruit Golf Club,Louis Trichardt Street,Naboomspruit,Limpopo,9,Garmin (SA),-24.509811,28.70513,0212776523,,,https://www.google.com/maps/search/?api=1&query=-24.509811%2C28.70513
302,Nelspruit Golf Club,"Mantumi Golf Estate, Wilhelm Street",Nelspruit,Mpumalanga,18,Garmin (SA),-25.483861,30.995715,082 333 2866,,,https://www.google.com/maps/search/?api=1&query=-25.483861%2C30.995715
303,Newcastle Golf Course,22 FW Beyers Avenue,Newcastle,KwaZulu-Natal,18,Garmin (SA),-27.741401,29.950383,,,,https://www.google.com/maps/search/?api=1&query=-27.741401%2C29.950383
304,Nigel Golf Club,off Old Springs Road,Nigel,Gauteng,18,Garmin (SA),-26.39567,28.455286,,,,https://www.google.com/maps/search/?api=1&query=-26.39567%2C28.455286
305,Noodsberg Country Club,"Pleasant Avenue, Noodsberg Village",Dalton,KwaZulu-Natal,18,Garmin (SA),-29.349501,30.689762,033 502 9573,https://www.noodsbergcountryclub.co.za/pages/contact,,https://www.google.com/maps/search/?api=1&query=-29.349501%2C30.689762
306,Observatory Golf Club,5 Steyn Street,Observatory,Gauteng,18,Garmin (SA),-26.178546,28.078706,010 476 0964,https://observatorygolfclub.co.za/contacts/,,https://www.google.com/maps/search/?api=1&query=-26.178546%2C28.078706
307,Ohenimuri Country Club,"Walker Avenue, Fairway Village, Ohenimuri",Walkerville,Gauteng,18,Garmin (SA),-26.444972,27.948661,,,,https://www.google.com/maps/search/?api=1&query=-26.444972%2C27.948661
308,Olivewood Golf Estate,Cintsa Mouth West,East London,Eastern Cape,18,Garmin (SA),-32.839306,28.087281,087 350 4310,https://olivewoodestate.com/contact/,,https://www.google.com/maps/search/?api=1&query=-32.839306%2C28.087281
309,Oppenheimer Park Golf Club,3 Oppenheimer Park Drive,Welkom,Free State,18,Garmin (SA),-28.019292,26.780386,,,,https://www.google.com/maps/search/?api=1&query=-28.019292%2C26.780386
310,Orangedene Golf Course,"Letaba Citrus Estate, Orangedene",Letaba,Limpopo,9,Garmin (SA),-23.874138,30.299121,,,,https://www.google.com/maps/search/?api=1&query=-23.874138%2C30.299121
311,Orkney Golf Course,1 Scott Avenue,Orkney,North West,18,Garmin (SA),-26.99476,26.676307,,,,https://www.google.com/maps/search/?api=1&query=-26.99476%2C26.676307
312,Ottosdal Country Club,Main Road,Ottosdal,North West,9,Garmin (SA),-26.815775,26.014962,,,,https://www.google.com/maps/search/?api=1&query=-26.815775%2C26.014962
313,Oubaai Golf Club,"Oubaai Golf Resort, Herolds Bay",George,Western Cape,18,Garmin (SA),-34.046101,22.408612,+27 44 851 1263,https://www.oubaaigolfclub.com/,,https://www.google.com/maps/search/?api=1&query=-34.046101%2C22.408612
314,Oudtshoorn Golf Club,331 St Saviour Street,Oudtshoorn,Western Cape,18,Garmin (SA),-33.588173,22.219831,0665188944,,,https://www.google.com/maps/search/?api=1&query=-33.588173%2C22.219831
315,Paarl Golf Club ~ Boschenmeer,844 Wemmershoek Road,Paarl,Western Cape,18,Garmin (SA),-33.761585,18.981043,+27218631140,https://paarlgolfclub.co.za/contact-us/,,https://www.google.com/maps/search/?api=1&query=-33.761585%2C18.981043
316,Paarl Golf Club ~ Old Course,844 Wemmershoek Road,Paarl,Western Cape,18,Garmin (SA),-33.761585,18.981043,+27218631140,https://paarlgolfclub.co.za/the-course/,,https://www.google.com/maps/search/?api=1&query=-33.761585%2C18.981043
317,Paarl Golf Club ~ Winelands,844 Wemmershoek Road,Paarl,Western Cape,18,Garmin (SA),-33.761585,18.981043,+27218631140,https://paarlgolfclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-33.761585%2C18.981043
318,Papwa Sewgolum Golf Club,"256 New Germany Road, Reservoir Hills",Durban,KwaZulu-Natal,18,Garmin (SA),-29.800864,30.966609,,,,https://www.google.com/maps/search/?api=1&query=-29.800864%2C30.966609
319,Parkview Golf Club,Emmarentia Ave,Parkview,Gauteng,18,Garmin (SA),-26.156424,28.022955,,,,https://www.google.com/maps/search/?api=1&query=-26.156424%2C28.022955
320,Parow Golf Club,Frans Conradie Drive,Parow,Western Cape,18,Garmin (SA),-33.896747,18.573672,021 939 7756,https://www.parowgolfclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-33.896747%2C18.573672
321,Parys Golf & Country Estate,Cnr Venus and Briel Streets,Parys,Free State,18,Garmin (SA),-26.889995,27.466548,056 818 1567,,,https://www.google.com/maps/search/?api=1&query=-26.889995%2C27.466548
322,Paulpietersburg Country Club,High Street,Paulpietersburg,KwaZulu-Natal,9,Garmin (SA),-27.428731,30.822223,,,,https://www.google.com/maps/search/?api=1&query=-27.428731%2C30.822223
323,Pearl Valley Golf Estates,R301,Franschhoek,Western Cape,18,Garmin (SA),-33.819896,18.981954,+27218678045,https://www.pearlvalley.co.za/contact/,,https://www.google.com/maps/search/?api=1&query=-33.819896%2C18.981954
324,Pebble Rock Country Club,"307 Aquamarine Drive, Pebble Rock Golf Estate",Pretoria,Gauteng,18,Garmin (SA),-25.613607,28.389254,012 808 5000,https://pebblerock.co.za/contact/,,https://www.google.com/maps/search/?api=1&query=-25.613607%2C28.389254
325,Pecanwood Golf & Country Club,"R512, Provincial Road",Hartebeespoort,North West,18,Garmin (SA),-25.77163,27.853475,012 244 8080,https://pecanwood.co.za/golf-club/,,https://www.google.com/maps/search/?api=1&query=-25.77163%2C27.853475
326,Petrus Steyn Golf Course,Steyn Street,Petrus Steyn,Free State,9,Garmin (SA),-27.651858,28.137403,+27 10 597 1030,,,https://www.google.com/maps/search/?api=1&query=-27.651858%2C28.137403
327,Pezula Championship Golf Course,"Lagoonview Drive, East Head",Knysna,Western Cape,18,Garmin (SA),-34.070168,23.089694,044 302 5310,,,https://www.google.com/maps/search/?api=1&query=-34.070168%2C23.089694
328,Pezula Championship Golf Course ~ Par 3,"Lagoonview Drive, East Head",Knysna,Western Cape,18,Garmin (SA),-34.070168,23.089694,+27 44 302 5310,,,https://www.google.com/maps/search/?api=1&query=-34.070168%2C23.089694
329,Piet Retief Country Club,Cnr Westend and Brand Streets,Piet Retief,Mpumalanga,9,Garmin (SA),-27.010961,30.799677,,,,https://www.google.com/maps/search/?api=1&query=-27.010961%2C30.799677
330,Piketberg Golf Club,Church Street,Piketberg,Western Cape,9,Garmin (SA),-32.90298,18.767309,,,,https://www.google.com/maps/search/?api=1&query=-32.90298%2C18.767309
331,Pilgrims Rest Golf Club,Lydenburg Road,Pilgrimsrest,Mpumalanga,18,Garmin (SA),-24.885287,30.740991,,,,https://www.google.com/maps/search/?api=1&query=-24.885287%2C30.740991
332,Pinnacle Point Golf Club,1 Pinnacle Point Road,Mossel Bay,Western Cape,18,Garmin (SA),-34.19553,22.090797,044 606 5300,https://pinnaclepointestate.co.za/golf-club/,,https://www.google.com/maps/search/?api=1&query=-34.19553%2C22.090797
333,Plettenberg Bay Country Club,Piesang Valley Road,Plettenberg Bay,Western Cape,18,Garmin (SA),-34.062028,23.348496,,,,https://www.google.com/maps/search/?api=1&query=-34.062028%2C23.348496
334,Pollak Park Golf Course,"279 Tonk Meter Drive, Pollak Park",Springs,Gauteng,18,Garmin (SA),-26.268847,28.42766,011 815 3123,,,https://www.google.com/maps/search/?api=1&query=-26.268847%2C28.42766
335,Polokwane Golf Club,Voortrekker Street,Polokwane,Limpopo,18,Garmin (SA),-23.922858,29.460225,+27152954118,,,https://www.google.com/maps/search/?api=1&query=-23.922858%2C29.460225
336,Pongola Golf Club,Cnr Klasie Havenga/ Hans Strydom Steets,Pongola,KwaZulu-Natal,9,Garmin (SA),-27.375956,31.617451,,,,https://www.google.com/maps/search/?api=1&query=-27.375956%2C31.617451
337,Port Edward Country Club,Golf Course Road,Port Edward,KwaZulu-Natal,18,Garmin (SA),-31.053583,30.219911,039 492 0508,https://portedwardcountryclub.co.za/contact.html,,https://www.google.com/maps/search/?api=1&query=-31.053583%2C30.219911
338,Port Elizabeth Golf Club,"Westview Drive, Mill Park",Port Elizabeth,Eastern Cape,18,Garmin (SA),-33.957725,25.588452,,,,https://www.google.com/maps/search/?api=1&query=-33.957725%2C25.588452
339,Port Saint Johns Golf Club,Golf Course Drive,Port St Johns,Eastern Cape,9,Garmin (SA),-31.630518,29.544897,,,,https://www.google.com/maps/search/?api=1&query=-31.630518%2C29.544897
340,Port Shepstone Country Club,"Marine Drive, Umtentweni",Port Shepstone,KwaZulu-Natal,18,Garmin (SA),-30.730614,30.456311,,,,https://www.google.com/maps/search/?api=1&query=-30.730614%2C30.456311
341,Porterville Golf Club,Buitengracht Street,Porterville,Western Cape,18,Garmin (SA),-33.00569,19.007294,,,,https://www.google.com/maps/search/?api=1&query=-33.00569%2C19.007294
342,Potchefstroom Country Club,Mooi River Drive,Potchefstroom,North West,18,Garmin (SA),-26.720056,27.105984,018 293 0677,https://www.potchcc.co.za/,,https://www.google.com/maps/search/?api=1&query=-26.720056%2C27.105984
343,Pretoria Country Club,"241 Sydney Ave, Waterkloof",Pretoria,Gauteng,18,Garmin (SA),-25.782883,28.251222,012 460 6241,,,https://www.google.com/maps/search/?api=1&query=-25.782883%2C28.251222
344,Pretoria Golf Club,"Morkel Street East, Phillip Nel Park",Pretoria,Gauteng,18,Garmin (SA),-25.738907,28.141737,012 386 6836,https://pretoriagolfclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-25.738907%2C28.141737
345,Prieska Golf Club,8 Stewart Street,Prieska,Northern Cape,9,Garmin (SA),-29.664802,22.754403,053 353 3448,,,https://www.google.com/maps/search/?api=1&query=-29.664802%2C22.754403
346,Prince Albert Golf Club,Adderley Street,Prince Albert,Western Cape,9,Garmin (SA),-33.208513,22.028202,,,,https://www.google.com/maps/search/?api=1&query=-33.208513%2C22.028202
347,Prince's Grant Coastal Golf Estate,1 Babu Bodasing Avenue,Stanger,KwaZulu-Natal,18,Garmin (SA),-29.336894,31.366984,,https://www.princesgrant.co.za/,,https://www.google.com/maps/search/?api=1&query=-29.336894%2C31.366984
348,Queenstown Golf Club,Golf Road,Queenstown,Eastern Cape,18,Garmin (SA),-31.900495,26.889345,,,,https://www.google.com/maps/search/?api=1&query=-31.900495%2C26.889345
349,Randfontein Golf and Country Club,"Homestead Avenue, Robinson",Randfontein,Gauteng,18,Garmin (SA),-26.155036,27.714257,,,,https://www.google.com/maps/search/?api=1&query=-26.155036%2C27.714257
350,Randpark Golf Club ~ Bushwillow Course,Setperk St,Randburg,Gauteng,18,Garmin (SA),-26.114738,27.965825,011 215 8600,https://randpark.co.za/,,https://www.google.com/maps/search/?api=1&query=-26.114738%2C27.965825
351,Randpark Golf Club ~ Firethorn Course,Setperk St,Randburg,Gauteng,18,Garmin (SA),-26.114738,27.965825,011 215 8600,https://randpark.co.za/visitor-information/,,https://www.google.com/maps/search/?api=1&query=-26.114738%2C27.965825
352,Reading Country Club,"40 Fore St, New Redruth",Alberton,Gauteng,18,Garmin (SA),-26.265024,28.107363,011 907 8906,https://www.readingcc.co.za/,,https://www.google.com/maps/search/?api=1&query=-26.265024%2C28.107363
353,Reitz Golf Club,Vrede Road,Reitz,Free State,18,Garmin (SA),-27.788501,28.441072,,,,https://www.google.com/maps/search/?api=1&query=-27.788501%2C28.441072
354,Reivilo Golf Club,Voortrekker Street,Reivilo,North West,18,Garmin (SA),-27.554204,24.183011,,,,https://www.google.com/maps/search/?api=1&query=-27.554204%2C24.183011
355,Richards Bay Country Club,"Kurperkurwe Street, Meerensee",Richards Bay,KwaZulu-Natal,18,Garmin (SA),-28.767207,32.110119,,,,https://www.google.com/maps/search/?api=1&query=-28.767207%2C32.110119
356,Richmond Country Club,Pietermaritzburg/Ixopo Road (R56),Richmond,KwaZulu-Natal,18,Garmin (SA),-29.890816,30.279801,,,,https://www.google.com/maps/search/?api=1&query=-29.890816%2C30.279801
357,Richmond Golf Club,Pietermaritzburg/ixopo Road (r56),Richmond,Northern Cape,9,Garmin (SA),-31.419506,23.939418,,,,https://www.google.com/maps/search/?api=1&query=-31.419506%2C23.939418
358,Riversdale Golf Club,Tom Stander Drive,Riversdale,Western Cape,18,Garmin (SA),-34.111862,21.28114,,,,https://www.google.com/maps/search/?api=1&query=-34.111862%2C21.28114
359,Riverside Golf Course,"Aan De Doorns Street, Riverside, Parkers Dam",Worcester,Western Cape,18,Garmin (SA),-33.665521,19.457538,,https://golftheriverside.com/,,https://www.google.com/maps/search/?api=1&query=-33.665521%2C19.457538
360,Riviera on Vaal Country Club,Mario Milani Drive,Vereeniging,Gauteng,18,Garmin (SA),-26.672738,27.93913,016 100 5027,,,https://www.google.com/maps/search/?api=1&query=-26.672738%2C27.93913
361,Riviersonderend Golf Club,Voortrekker Road,Riviersonderend,Western Cape,18,Garmin (SA),-34.137309,19.921643,,,,https://www.google.com/maps/search/?api=1&query=-34.137309%2C19.921643
362,Robertson Golf Club,26 Silwerstrand Boulevard,Robertson,Western Cape,18,Garmin (SA),-33.810262,19.851174,,,,https://www.google.com/maps/search/?api=1&query=-33.810262%2C19.851174
363,Rondebosch Golf Club,Golf Course Road,Mowbray,Western Cape,18,Garmin (SA),-33.956126,18.493787,021 689 4176,https://rondeboschgolfclub.com/,,https://www.google.com/maps/search/?api=1&query=-33.956126%2C18.493787
364,Rooiberg Golf Club,Off Warmbaths Road,Rooiberg,Limpopo,18,Garmin (SA),-24.776874,27.745929,,,,https://www.google.com/maps/search/?api=1&query=-24.776874%2C27.745929
365,Royal Burgundy Mashie Golf Course,22 Viridian Street,Cape Town,Western Cape,9,Garmin (SA),-33.842444,18.553161,064 552 1059,,,https://www.google.com/maps/search/?api=1&query=-33.842444%2C18.553161
366,Royal Cape Golf Club,174 Ottery Road,Wynberg,Western Cape,18,Garmin (SA),-34.013498,18.485051,+27 21 761 6551,,,https://www.google.com/maps/search/?api=1&query=-34.013498%2C18.485051
367,Royal Durban Golf Club,16 Mitchell Crescent,Greyville,KwaZulu-Natal,18,Garmin (SA),-29.840363,31.016588,0446854983,https://www.royaldurban.co.za/,,https://www.google.com/maps/search/?api=1&query=-29.840363%2C31.016588
368,Royal Johannesburg & Kensington Golf Club ~ East Course,1 Fairway Avenue,Johannesburg,Gauteng,18,Garmin (SA),-26.155669,28.108031,011 640 3021,https://royaljk.co.za/,,https://www.google.com/maps/search/?api=1&query=-26.155669%2C28.108031
369,Royal Johannesburg & Kensington Golf Club ~ West Course,1 Fairway Avenue,Johannesburg,Gauteng,18,Garmin (SA),-26.155669,28.108031,011 640 3021,https://royaljk.co.za/,,https://www.google.com/maps/search/?api=1&query=-26.155669%2C28.108031
370,Royal Oak Country Club,"1 Prince George Avenue, Anzac",Brakpan,Gauteng,18,Garmin (SA),-26.226474,28.359101,+27117400016,https://www.royaloakcountryclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-26.226474%2C28.359101
371,Royal Port Alfred Golf Club,7 St Andrews Road,Port Alfred,Eastern Cape,18,Garmin (SA),-33.603499,26.884577,046 624 4796,,,https://www.google.com/maps/search/?api=1&query=-33.603499%2C26.884577
372,Ruimsig Country Club,"Hole In One Avenue, Ruimsig",Roodepoort,Gauteng,18,Garmin (SA),-26.082766,27.865491,083 413 3441,https://ruimsigcc.co.za/contact-us/,,https://www.google.com/maps/search/?api=1&query=-26.082766%2C27.865491
373,Rustenburg Golf Club,Bethlehem Drive,Rustenburg,North West,18,Garmin (SA),-25.668998,27.228692,014 592 5575,https://www.rtbgolfclub.com/,,https://www.google.com/maps/search/?api=1&query=-25.668998%2C27.228692
374,Sabie Country Club,Lydenburg Road,Sabie,Mpumalanga,9,Garmin (SA),-25.103953,30.777962,,,,https://www.google.com/maps/search/?api=1&query=-25.103953%2C30.777962
375,Sabie River Sun Golf Course,Sabie Road,Hazyview,Mpumalanga,18,Garmin (SA),-25.034834,31.11316,,,,https://www.google.com/maps/search/?api=1&query=-25.034834%2C31.11316
376,Saint Francis Bay Golf Club,556 Lyme Road,St Francis Bay,Eastern Cape,18,Garmin (SA),-34.161229,24.819967,042 294 0467,https://stfrancislinks.com/contact-us/,,https://www.google.com/maps/search/?api=1&query=-34.161229%2C24.819967
377,Sakabula Golf Club,"Sakabula Country Estate, Merrivale",Howick,KwaZulu-Natal,18,Garmin (SA),-29.530263,30.228882,033 330 6751,,,https://www.google.com/maps/search/?api=1&query=-29.530263%2C30.228882
378,San Lameer Country Club,"Main Road, Lower South Coast",Southbroom,KwaZulu-Natal,18,Garmin (SA),-30.940268,30.292096,,https://sanlameer.co.za/contact,,https://www.google.com/maps/search/?api=1&query=-30.940268%2C30.292096
379,Sand River Golf Course,Valley Drive North,Virginia,Free State,18,Garmin (SA),-28.094788,26.874597,,,,https://www.google.com/maps/search/?api=1&query=-28.094788%2C26.874597
380,Sandonia Golf Club,"Plot 23, Kameeldrift East",Pretoria,Gauteng,18,Garmin (SA),-25.662221,28.332159,012 808 2560,,,https://www.google.com/maps/search/?api=1&query=-25.662221%2C28.332159
381,Sandy Lane Golf Club,"Caribbean Beach Club, Kosmos",Hartebeespoort,North West,18,Garmin (SA),-25.749035,27.828519,,https://sandylane.co.za/,,https://www.google.com/maps/search/?api=1&query=-25.749035%2C27.828519
382,Sani Pass Golf Club,"Good Hope Farm, Sani Pass Road",Himeville,KwaZulu-Natal,9,Garmin (SA),-29.654803,29.440656,,,,https://www.google.com/maps/search/?api=1&query=-29.654803%2C29.440656
383,Sannieshof Golf Course,35 Spoor Street,Sannieshof,North West,18,Garmin (SA),-26.529647,25.804743,018 683 0048,,,https://www.google.com/maps/search/?api=1&query=-26.529647%2C25.804743
384,Saps Mechanics Golf Course,"Hospital Road, Northmead",Benoni,Gauteng,9,Garmin (SA),-26.160655,28.309101,,,,https://www.google.com/maps/search/?api=1&query=-26.160655%2C28.309101
385,Sardinia Bay Golf Club,1 Heron Rd,Port Elizabeth,Eastern Cape,18,Garmin (SA),-34.016649,25.496893,+27833042476,,,https://www.google.com/maps/search/?api=1&query=-34.016649%2C25.496893
386,Schoeman Park Golf Course,Maselspoort Rd,Bloemfontein,Free State,18,Garmin (SA),-29.116538,26.249793,051 101 0619,,,https://www.google.com/maps/search/?api=1&query=-29.116538%2C26.249793
387,Schweizer-Reneke Golf Club,4 Olivier Street,Schweizer Reineke,North West,18,Garmin (SA),-27.18472,25.319699,,,,https://www.google.com/maps/search/?api=1&query=-27.18472%2C25.319699
388,Scottburgh Golf Course,cnr Taylor St / Williamson St,Scottburgh,KwaZulu-Natal,18,Garmin (SA),-30.290597,30.751062,087 150 1312,,,https://www.google.com/maps/search/?api=1&query=-30.290597%2C30.751062
389,Seasons Eco Golf Estate,"Farm Hertebusfontein, Old Rustenburg Road",Brits,North West,18,Garmin (SA),-25.701592,27.849827,012 012 6068,https://www.seasonsestate.co.za/golf.html,,https://www.google.com/maps/search/?api=1&query=-25.701592%2C27.849827
390,Sedge Links Golf Club,Swartvlei Beach Rd,Sedgefield,Western Cape,18,Garmin (SA),-34.010174,22.755719,,,,https://www.google.com/maps/search/?api=1&query=-34.010174%2C22.755719
391,Selborne Country Club,Old Main Road,Pennington,KwaZulu-Natal,18,Garmin (SA),-30.376185,30.678216,087 135 0559,,,https://www.google.com/maps/search/?api=1&query=-30.376185%2C30.678216
392,Senekal Golf Club,Town Grounds,Senekal,Free State,9,Garmin (SA),-28.319342,27.618663,,,,https://www.google.com/maps/search/?api=1&query=-28.319342%2C27.618663
393,Serengeti Golf & Wildlife Estate ~ Signature Course,"R25 (Just off the R21), Kempton Park",Ekurhuleni,Gauteng,18,Garmin (SA),-26.041557,28.289885,+27 11 552 7200,,,https://www.google.com/maps/search/?api=1&query=-26.041557%2C28.289885
394,Serengeti Golf & Wildlife Estate ~ Whistling Thorn,"R25 (Just off the R21), Kempton Park",Ekurhuleni,Gauteng,18,Garmin (SA),-26.041557,28.289885,0115527200,https://serengeti-estates.co.za/whistling-thorns/,,https://www.google.com/maps/search/?api=1&query=-26.041557%2C28.289885
395,Services Golf Club,"Jacobus Opperman Road, Thabatshwane",Pretoria,Gauteng,18,Garmin (SA),-25.78444,28.159783,012 651 4411,https://servicesgc.co.za/,,https://www.google.com/maps/search/?api=1&query=-25.78444%2C28.159783
396,Sesambos Golf Course,Redbaan Game Farm,Swartwater,Limpopo,18,Garmin (SA),-22.791292,28.120097,,,,https://www.google.com/maps/search/?api=1&query=-22.791292%2C28.120097
397,Shark River Golf Club,"Tasker Street Military Base, Forest Hill",Port Elizabeth,Eastern Cape,18,Garmin (SA),-33.984917,25.625497,041 581 6188,,,https://www.google.com/maps/search/?api=1&query=-33.984917%2C25.625497
398,Shelley Point Golf Club,Shelley Point Main Gate,St Helena Bay,Western Cape,18,Garmin (SA),-32.7091,17.972593,,https://shelleypointcountryclub.co.za/,,https://www.google.com/maps/search/?api=1&query=-32.7091%2C17.972593
399,Silver Lakes Golf Estate,Lynwood Road,Pretoria,Gauteng,18,Garmin (SA),-25.772703,28.370562,,https://silverlakes.co.za/contact-us/,,https://www.google.com/maps/search/?api=1&query=-25.772703%2C28.370562
400,Simbithi Country Club,"Shaka's Rock Road, Shaka's Rock",Ballito,KwaZulu-Natal,18,Garmin (SA),-29.511184,31.225519,073 156 1378,https://www.simbithi.com/,,https://www.google.com/maps/search/?api=1&query=-29.511184%2C31.225519
401,Simola Golf & Country Estate,"1 Old Cape Road, Easford",Knysna,Western Cape,18,Garmin (SA),-34.002906,23.030987,+27443029600,https://www.simola.co.za/,,https://www.google.com/maps/search/?api=1&query=-34.002906%2C23.030987
402,Simon's Town Country Club,"Main Road, Simons Town",Cape Town,Western Cape,18,Garmin (SA),-34.201148,18.453426,,,,https://www.google.com/maps/search/?api=1&query=-34.201148%2C18.453426
